Year,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,fare
2025,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11259,ABQ,DAL,208.09
2025,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11298,ABQ,DFW,248.95
2025,30140,30466,"Albuquerque, NM","Phoenix, AZ",10140,14107,ABQ,PHX,191.02
2025,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,10821,ABQ,BWI,299.34
2025,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,ABQ,DCA,281.6
2025,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,12264,ABQ,IAD,311.46
2025,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13232,ABQ,MDW,251.49
2025,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13930,ABQ,ORD,287.42
2025,30140,31453,"Albuquerque, NM","Houston, TX",10140,12191,ABQ,HOU,252.4
2025,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,ABQ,IAH,318.26
2025,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,ABQ,EWR,317.99
2025,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,ABQ,HPN,308.36
2025,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,ABQ,ISP,279.44
2025,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12478,ABQ,JFK,217.94
2025,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,ABQ,LGA,285.05
2025,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,ABQ,OAK,239.25
2025,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,ABQ,SFO,291.73
2025,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14831,ABQ,SJC,230.91
2025,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,213.34
2025,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,ABQ,LAX,212.34
2025,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,ABQ,LGB,183.12
2025,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,234.25
2025,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,ABQ,SNA,248.53
2025,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,11697,ACY,FLL,121.35
2025,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,13303,ACY,MIA,211.75
2025,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11259,COS,DAL,201.79
2025,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11298,COS,DFW,241.79
2025,30189,30466,"Colorado Springs, CO","Phoenix, AZ",11109,10466,COS,AZA,71.13
2025,30189,30466,"Colorado Springs, CO","Phoenix, AZ",11109,14107,COS,PHX,192.61
2025,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",11109,10821,COS,BWI,279.4
2025,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",11109,11278,COS,DCA,318.79
2025,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",11109,12264,COS,IAD,310.94
2025,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,10800,COS,BUR,226.86
2025,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,12892,COS,LAX,254.54
2025,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,12954,COS,LGB,198.37
2025,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,13891,COS,ONT,224.89
2025,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,14908,COS,SNA,255.7
2025,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",11259,14122,DAL,PIT,252.52
2025,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",11298,14122,DFW,PIT,314.74
2025,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",11259,11292,DAL,DEN,164.31
2025,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",11298,11292,DFW,DEN,188.77
2025,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",11259,15376,DAL,TUS,230.84
2025,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",11298,15376,DFW,TUS,271.66
2025,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",11259,14107,DAL,PHX,196.42
2025,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",11298,14107,DFW,PHX,231.27
2025,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",11259,10529,DAL,BDL,257.01
2025,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",11298,10529,DFW,BDL,304.39
2025,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",11259,14747,DAL,SEA,213.78
2025,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",11298,14747,DFW,SEA,240.79
2025,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",11259,11540,DAL,ELP,199.34
2025,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",11298,11540,DFW,ELP,248.16
2025,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",11259,10693,DAL,BNA,234.11
2025,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",11298,10693,DFW,BNA,271.94
2025,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,10821,DAL,BWI,215.46
2025,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,11278,DAL,DCA,195.03
2025,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,12264,DAL,IAD,275.64
2025,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,10821,DFW,BWI,191.85
2025,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,11278,DFW,DCA,296.68
2025,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,12264,DFW,IAD,241.77
2025,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11259,15016,DAL,STL,213.76
2025,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11298,15016,DFW,STL,253.35
2025,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",11259,12451,DAL,JAX,256.82
2025,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",11298,12451,DFW,JAX,299.52
2025,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",11259,11433,DAL,DTW,231.93
2025,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",11298,11433,DFW,DTW,236.43
2025,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",11259,11423,DAL,DSM,216.44
2025,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",11298,11423,DFW,DSM,322.72
2025,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11259,12191,DAL,HOU,202.68
2025,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11298,12191,DFW,HOU,225.85
2025,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11298,12266,DFW,IAH,223.84
2025,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",11259,13204,DAL,MCO,215.13
2025,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",11298,13204,DFW,MCO,209.62
2025,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",11259,11481,DAL,ECP,224.72
2025,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",11298,11481,DFW,ECP,243.76
2025,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",11259,15624,DAL,VPS,249.53
2025,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",11298,15624,DFW,VPS,254.87
2025,30194,31638,"Dallas/Fort Worth, TX","Fresno, CA",11259,11638,DAL,FAT,254
2025,30194,31638,"Dallas/Fort Worth, TX","Fresno, CA",11298,11638,DFW,FAT,293.37
2025,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11259,13487,DAL,MSP,238.7
2025,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11298,13487,DFW,MSP,234.84
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,11618,DAL,EWR,316.64
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12197,DAL,HPN,382.23
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12391,DAL,ISP,278.55
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12478,DAL,JFK,477.89
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12953,DAL,LGA,222.93
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,11618,DFW,EWR,257.53
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12197,DFW,HPN,317.64
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12391,DFW,ISP,143.75
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12478,DFW,JFK,238.84
2025,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12953,DFW,LGA,262.1
2025,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",11259,14635,DAL,RSW,253.35
2025,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",11298,14635,DFW,RSW,303.2
2025,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",11259,11996,DAL,GSP,250.78
2025,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",11298,11996,DFW,GSP,309.22
2025,30194,31884,"Dallas/Fort Worth, TX","Spokane, WA",11259,11884,DAL,GEG,261.07
2025,30194,31884,"Dallas/Fort Worth, TX","Spokane, WA",11298,11884,DFW,GEG,291.47
2025,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",11259,11986,DAL,GRR,231.82
2025,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",11298,11986,DFW,GRR,266.05
2025,30194,31995,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",11259,11995,DAL,GSO,321.88
2025,30194,31995,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",11298,11995,DFW,GSO,314.84
2025,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",11259,12889,DAL,LAS,204.33
2025,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",11298,12889,DFW,LAS,212.45
2025,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11259,12339,DAL,IND,196.57
2025,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11298,12339,DFW,IND,236.53
2025,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,13796,DAL,OAK,204.74
2025,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,14771,DAL,SFO,228.82
2025,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,14831,DAL,SJC,209.97
2025,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,13796,DFW,OAK,182.44
2025,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,14771,DFW,SFO,257.65
2025,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,14831,DFW,SJC,222.3
2025,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11259,11697,DAL,FLL,207.36
2025,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11259,13303,DAL,MIA,230.79
2025,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11298,11697,DFW,FLL,206.03
2025,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11298,13303,DFW,MIA,254.45
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,10800,DAL,BUR,264.89
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12892,DAL,LAX,183.58
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12954,DAL,LGB,197.33
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,13891,DAL,ONT,224.52
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,14908,DAL,SNA,300.19
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,10800,DFW,BUR,338
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,12892,DFW,LAX,209.27
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,12954,DFW,LGB,352.91
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,13891,DFW,ONT,213.43
2025,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,14908,DFW,SNA,363.34
2025,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",11259,12992,DAL,LIT,186.22
2025,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",11298,12992,DFW,LIT,228.16
2025,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",11259,12896,DAL,LBB,199.86
2025,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",11298,12896,DFW,LBB,232.93
2025,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",11259,14730,DAL,SDF,216.22
2025,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",11298,14730,DFW,SDF,266.89
2025,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",11259,13158,DAL,MAF,220.37
2025,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",11298,13158,DFW,MAF,269.7
2025,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",11259,14893,DAL,SMF,264.92
2025,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",11298,14893,DFW,SMF,318.52
2025,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",11259,15304,DAL,TPA,198.52
2025,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",11298,15304,DFW,TPA,218.26
2025,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",11259,13198,DAL,MCI,201.62
2025,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",11298,13198,DFW,MCI,229.97
2025,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",11259,14683,DAL,SAT,211.92
2025,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",11298,14683,DFW,SAT,253.1
2025,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",11259,13244,DAL,MEM,184.78
2025,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",11298,13244,DFW,MEM,233.68
2025,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",11259,13871,DAL,OMA,235.55
2025,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",11298,13871,DFW,OMA,272.35
2025,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",11259,13342,DAL,MKE,229.99
2025,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",11298,13342,DFW,MKE,281.22
2025,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",11259,13495,DAL,MSY,169.16
2025,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",11298,13495,DFW,MSY,197.8
2025,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11259,14679,DAL,SAN,217.54
2025,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11298,14679,DFW,SAN,242.13
2025,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11259,13931,DAL,ORF,254.01
2025,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11298,13931,DFW,ORF,265.13
2025,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11298,14098,DFW,PHF,380.79
2025,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11259,14193,DAL,PNS,196.69
2025,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11298,14193,DFW,PNS,208.38
2025,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",11259,14027,DAL,PBI,278.17
2025,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",11298,14027,DFW,PBI,338.65
2025,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11259,14057,DAL,PDX,248.11
2025,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11298,14057,DFW,PDX,241.83
2025,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11259,14100,DAL,PHL,221.44
2025,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11298,14100,DFW,PHL,292.16
2025,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11259,14492,DAL,RDU,218.17
2025,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11298,14492,DFW,RDU,250.51
2025,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",11259,14524,DAL,RIC,259
2025,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",11298,14524,DFW,RIC,297.02
2025,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",11259,14570,DAL,RNO,281.75
2025,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",11298,14570,DFW,RNO,313.94
2025,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",11259,14869,DAL,SLC,212.86
2025,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",11298,14869,DFW,SLC,236.07
2025,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",11259,15370,DAL,TUL,200.14
2025,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",11298,15370,DFW,TUL,247.95
2025,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,243.57
2025,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,284.78
2025,30194,35412,"Dallas/Fort Worth, TX","Knoxville, TN",11259,15412,DAL,TYS,351.91
2025,30194,35412,"Dallas/Fort Worth, TX","Knoxville, TN",11298,15412,DFW,TYS,311.63
2025,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,10821,PIT,BWI,205.18
2025,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,11278,PIT,DCA,198.04
2025,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,12264,PIT,IAD,216.72
2025,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,13796,PIT,OAK,252.18
2025,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,14771,PIT,SFO,330.35
2025,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,14831,PIT,SJC,274.17
2025,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",14122,14112,PIT,PIE,84.3
2025,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",14122,15304,PIT,TPA,180.83
2025,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",12217,10821,HSV,BWI,279.76
2025,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",12217,11278,HSV,DCA,281.21
2025,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",12217,12264,HSV,IAD,258.29
2025,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,10821,ALB,BWI,201.78
2025,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,11278,ALB,DCA,218.32
2025,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,233.01
2025,30257,30977,"Albany, NY","Chicago, IL",10257,13232,ALB,MDW,218.07
2025,30257,30977,"Albany, NY","Chicago, IL",10257,13930,ALB,ORD,259.05
2025,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,11697,ALB,FLL,189.12
2025,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,13303,ALB,MIA,283.05
2025,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,14112,ALB,PIE,124.82
2025,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,15304,ALB,TPA,256.02
2025,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11259,AMA,DAL,181.58
2025,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11298,AMA,DFW,231.21
2025,30325,30466,"Denver, CO","Phoenix, AZ",11292,14107,DEN,PHX,166.98
2025,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,10821,DEN,BWI,249.71
2025,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,11278,DEN,DCA,227.68
2025,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,12264,DEN,IAD,272.42
2025,30325,31453,"Denver, CO","Houston, TX",11292,12191,DEN,HOU,194.38
2025,30325,31453,"Denver, CO","Houston, TX",11292,12266,DEN,IAH,232.01
2025,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,11618,DEN,EWR,312.44
2025,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12197,DEN,HPN,261.84
2025,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12391,DEN,ISP,275.58
2025,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12478,DEN,JFK,238.07
2025,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12953,DEN,LGA,279.45
2025,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",11292,13796,DEN,OAK,227.51
2025,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",11292,14771,DEN,SFO,220.11
2025,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",11292,14831,DEN,SJC,231.94
2025,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",11292,11697,DEN,FLL,299.88
2025,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",11292,13303,DEN,MIA,232.9
2025,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,10800,DEN,BUR,202.05
2025,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,12892,DEN,LAX,179.71
2025,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,12954,DEN,LGB,171.13
2025,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,13891,DEN,ONT,167.13
2025,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,14908,DEN,SNA,205.59
2025,30325,33195,"Denver, CO","Tampa, FL (Metropolitan Area)",11292,15304,DEN,TPA,233.67
2025,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",11292,13931,DEN,ORF,292.92
2025,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",11292,14098,DEN,PHF,329.7
2025,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11259,ATL,DAL,203.56
2025,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11298,ATL,DFW,224.23
2025,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",10397,14107,ATL,PHX,280.91
2025,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,10874,ATL,CAK,280.76
2025,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,11042,ATL,CLE,198.7
2025,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,241.86
2025,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,301.82
2025,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,309.37
2025,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,10821,ATL,BWI,171.94
2025,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,11278,ATL,DCA,209.03
2025,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,12264,ATL,IAD,188.95
2025,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13232,ATL,MDW,170.63
2025,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13930,ATL,ORD,208.27
2025,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",10397,11066,ATL,CMH,204.95
2025,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12191,ATL,HOU,193.54
2025,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12266,ATL,IAH,187.15
2025,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,198.73
2025,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12197,ATL,HPN,261.3
2025,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12391,ATL,ISP,241.86
2025,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12478,ATL,JFK,193.14
2025,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12953,ATL,LGA,234.25
2025,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,13796,ATL,OAK,250.53
2025,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14771,ATL,SFO,337.11
2025,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,397.64
2025,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,161.46
2025,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,13303,ATL,MIA,191.93
2025,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,386.6
2025,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,292.95
2025,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,245.62
2025,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,360.61
